sku,option_pn,pn_type
376243-B21,376243-B21,option
376257-001,376232-B21,spare
376258-001,376232-B23,spare
376277-001,376232-B22,spare
376470-001,364639-B21,spare
376593-001,375868-B21,spare
376594-001,375870-B21,spare
376595-001,375872-B21,spare
376596-001,375859-B21,spare
376597-001,375861-B21,spare
376638-B21,376638-B21,option
376639-B21,376639-B21,option
376659-001,375369-B21,assembly
376659-002,385903-B21,assembly
376660-001,348111-B21,assembly
376660-002,376660-002,assembly
376661-001,348109-B21,assembly
377537-B21,377537-B21,option
377597-001,372953-B21,spare
377680-001,371534-B21,spare
377681-001,377537-B21,spare
377682-001,371535-B21,spare
377840-001,375369-B21,spare
378021-001,375004-B21,spare
378202-001,372538-B21,spare
378283-B21,378283-B21,option
378402-001,379306-B21,assembly
378690-B21,378690-B21,option
378748-B21,378748-B21,option
378749-B21,378749-B21,option
378750-B21,378750-B21,option
378751-B21,378751-B21,option
378752-B21,378752-B21,option
378755-B21,378755-B21,option
378841-B21,378841-B21,option
378908-001,376189-B21,spare
378909-001,376190-B21,spare
378913-001,376638-B21,spare
378913-005,376638-B21,spare
378914-001,376639-B21,spare
378914-005,376639-B21,spare
378915-001,379300-B21,spare
378915-005,379300-B21,spare
379093-B21,379093-B21,option
379123-001,399771-B21,assembly
379124-001,399771-B21,assembly
379259-B21,379259-B21,option
379300-B21,379300-B21,option
379306-B21,379306-B21,option
379427-001,378748-B21,spare
379428-001,"378749-B21, 379817-B21",spare
379429-001,378750-B21,spare
379430-001,378751-B21,spare
379817-B21,379817-B21,option
379956-B21,379956-B21,option
379980-001,348109-B21,spare
379981-001,348110-B21,spare
379982-001,348111-B21,spare
379984-001,"404122-B21, 348106-B21, 393354-B21",spare
380298-B21,380298-B21,option
380327-B21,380327-B21,option
380622-001,399771-B21,assembly
380851-001,376189-B21,assembly
380851-002,376190-B21,assembly
380851-003,399087-B21,assembly
380852-001,379259-B21,assembly
380852-002,378690-B21,assembly
380852-004,378755-B21,assembly
380852-005,396861-B21,assembly
381018-B21,381018-B21,option
381019-B21,381019-B21,option
381020-B21,381020-B21,option
381476-B21,381476-B21,option
381477-B21,381477-B21,option
381513-B21,381513-B21,option
381573-001,383280-B21,assembly
381587-B21,381587-B21,option
381588-B21,381588-B21,option
381798-001,376241-B21,spare
381800-001,376243-B21,spare
381801-001,380327-B21,spare
381836-001,381883-B21,spare
381837-001,"381588-B21, 381587-B21",spare
381883-B21,381883-B21,option
382043-001,381477-B21,spare
382043-005,378690-B21,spare
382182-B21,382182-B21,option
382184-B21,382184-B21,option
382264-001,379306-B21,spare
383035-001,"381018-B21, 382184-B21",spare
383036-001,"381019-B21, 382182-B21",spare
383037-001,381020-B21,spare
383099-005,378283-B21,spare
383280-B21,383280-B21,option
383390-B21,383390-B21,option
383391-B21,383391-B21,option
383392-B21,383392-B21,option
383393-B21,383393-B21,option
383410-B21,383410-B21,option
383738-B21,383738-B21,option
383813-001,383738-B21,spare
383887-B21,383887-B21,option
383974-B21,383974-B21,option
383975-B21,383975-B21,option
384038-B21,384038-B21,option
384043-B21,384043-B21,option
384141-B21,384141-B21,option
384163-B21,384163-B21,option
384375-051,390824-B21,assembly
384842-B21,384842-B21,option
384852-B21,384852-B21,option
384854-B21,384854-B21,option
385749-B21,385749-B21,option
385840-001,"389650-B21, 398307-B21",spare
385903-B21,385903-B21,option
386536-001,328939-B22,spare
386540-001,328943-B21,spare
386786-B21,386786-B21,option
388099-B21,388099-B21,option
388139-001,388143-B21,assembly
388140-001,400739-B21,assembly
388142-001,400740-B21,assembly
388143-B21,388143-B21,option
388144-B21,388144-B22,option
388144-B22,388144-B22,option
388210-001,349526-B21,assembly
388211-001,313706-B21,assembly
388332-B21,388332-B21,option
389027-001,385903-B21,spare
389343-001,384852-B21,spare
389344-001,384854-B21,spare
389346-001,384842-B21,spare
389650-B21,389650-B21,option
389931-001,391661-B21,assembly
389996-001,391661-B21,spare
390124-001,378841-B21,assembly
390164-B21,390164-B21,option
390246-001,"381476-B21, 390603-B21",spare
390247-001,"383390-B21, 390605-B21",spare
390248-001,390606-B21,spare
390249-001,"383391-B21, 383393-B21, 392221-B21",spare
390283-001,378755-B21,spare
390284-001,379259-B21,spare
390445-001,354052-B21,assembly
390456-B21,390456-B21,option
390491-001,385749-B21,spare
390603-B21,390603-B21,option
390605-B21,390605-B21,option
390606-B21,390606-B21,option
390824-B21,390824-B21,option
390825-B21,390825-B21,option
390902-001,390456-B21,spare
391333-001,383410-B21,assembly
391333-002,349237-B21,assembly
391333-004,349237-B21,assembly
391334-002,349238-B21,assembly
391334-004,349238-B21,assembly
391335-002,349239-B21,assembly
391335-004,349239-B21,assembly
391661-B21,391661-B21,option
391782-B21,391782-B21,option
391793-B21,391793-B21,option
391837-001,393829-B21,assembly
391837-002,393830-B21,assembly
391837-003,393831-B21,assembly
391837-004,399692-B21,assembly
391837-005,407624-B21,assembly
391845-001,378841-B21,spare
391896-002,393300-B21,assembly
391896-003,391782-B21,assembly
391896-004,399444-B21,assembly
391896-505,411097-B21,assembly
391917-001,380298-B21,spare
392176-001,390825-B21,spare
392221-B21,392221-B21,option
392254-001,375868-B21,assembly
392254-002,375870-B21,assembly
392254-003,375872-B21,assembly
392440-B21,392440-B21,option
392442-B21,392442-B21,option
392444-B21,392444-B21,option
392447-B21,392447-B21,option
392449-B21,392449-B21,option
392451-B21,392451-B21,option
393300-B21,393300-B21,option
393354-B21,393354-B21,option
393369-001,393829-B21,spare
393370-001,393830-B21,spare
393371-001,393831-B21,spare
393829-B21,393829-B21,option
393830-B21,393830-B21,option
393831-B21,393831-B21,option
394791-B21,394791-B21,option
394793-B21,394793-B21,option
394795-B21,394795-B21,option
394921-B21,394921-B21,option
394983-001,374963-B21,spare
395083-001,392451-B21,spare
395084-001,392449-B21,spare
395085-001,392447-B21,spare
395086-001,392444-B21,spare
395087-001,392442-B21,spare
395088-001,392440-B21,spare
395409-B21,395409-B21,option
395473-B21,395473-B21,option
395474-001,404469-B21,assembly
395479-001,353377-B21,assembly
395498-B22,395498-B22,option
395501-001,395473-B21,spare
395501-002,395473-B21,spare
395547-001,395409-B21,spare
395812-001,393300-B21,spare
395812-005,393300-B21,spare
395813-001,391782-B21,spare
395813-005,391782-B21,spare
395861-001,394791-B21,spare
395863-001,353377-B21,spare
395864-001,394793-B21,spare
395867-001,367132-B21,spare
395924-001,375859-B21,assembly
395924-002,375861-B21,assembly
396861-B21,396861-B21,option
397075-001,384043-B21,spare
397127-001,396861-B21,spare
397211-001,397646-B21,assembly
397326-B21,397326-B21,option
397328-B21,397328-B21,option
397409-B21,397409-B21,option
397411-B21,397411-B21,option
397413-B21,397413-B21,option
397415-B21,397415-B21,option
397436-B21,397436-B21,option
397551-001,349237-B21,spare
397552-001,349238-B21,spare
397553-001,349239-B21,spare
397645-B21,397645-B21,option
397646-B21,397646-B21,option
397816-B21,397816-B21,option
397819-B21,397819-B21,option
397820-B21,397820-B21,option
397821-B21,397821-B21,option
397843-B21,397843-B21,option
397844-B21,397844-B21,option
397928-001,264007-B21,spare
398307-B21,398307-B21,option
398448-001,390824-B21,spare
398571-002,397328-B21,assembly
398647-001,381513-B21,spare
398648-001,383280-B21,spare
398661-001,EK694AA,spare
398705-051,397409-B21,assembly
398706-051,397411-B21,assembly
398707-051,397413-B21,assembly
398708-061,397415-B21,assembly
398709-071,413015-B21,assembly
398920-001,397436-B21,spare
399042-B21,399042-B21,option
399087-B21,399087-B21,option
399129-B21,399129-B21,option
399132-001,397645-B21,spare
399133-001,378752-B21,spare
399203-001,397821-B21,spare
399401-001,356963-B21,spare
399402-001,383975-B21,spare
399415-001,383974-B21,spare
399444-B21,399444-B21,option
399460-001,379306-B21,assembly
399542-B21,399542-B21,option
399546-B21,399546-B21,option
399550-B21,399550-B21,option
399599-B21,399599-B21,option
399602-B21,399602-B21,option
399605-B21,399605-B21,option
399692-B21,399692-B21,option
399752-001,399888-B21,assembly
399755-001,399889-B21,assembly
399764-001,397646-B21,spare
399771-001,399771-B21,spare
399771-B21,399771-B21,option
399888-B21,399888-B21,option
399889-B21,399889-B21,option
399919-001,405635-B21,spare
399954-001,399888-B21,spare
399955-001,399889-B21,spare
399968-001,411275-B21,spare
399969-001,411276-B21,spare
3R-A0858-AA,142673-B22,2/5/2002
3R-A0859-AA,176496-B22,2/5/2002
3R-A0925-AA,142673-B22,2/5/2002
3R-A0931-AA,142673-B22,2/5/2002
3R-A0932-AA,176496-B22,2/5/2002
3R-A1814-AA,142673-B22,2/5/2002
3R-A3056-AA,176496-B22,2/5/2002
3R-A3057-AA,232432-B22,2/5/2002
3R-A3059-AA,176496-B22,2/5/2002
3R-A3066-AA,142673-B22,2/5/2002
3R-A3136-AA,176496-B22,2/5/2002
3R-A3137-AA,232432-B22,2/5/2002
3R-A3201-AA,232916-B22,2/5/2002
3R-A3414-AA,232916-B22,2/5/2002
3R-A3522-AA,232432-B22,2/5/2002
3R-A3831-AA,232432-B22,2/5/2002
3R-A3833-AA,286713-B22,2/5/2002
3R-A3834-AA,286714-B22,2/5/2002
3R-A3835-AA,286716-B22,2/5/2002
3R-A3843-AA,232916-B22,2/5/2002
3R-A3845-AA,286775-B22,2/5/2002
3R-A3846-AA,286776-B22,2/5/2002
3R-A3847-AA,286778-B22,2/5/2002
3R-A4027-AA,286713-B22,2/5/2002
3R-A4028-AA,286714-B22,2/5/2002
3R-A4029-AA,286716-B22,2/5/2002
3R-A4139-AA,286775-B22,2/5/2002
3R-A4140-AA,286776-B21,2/5/2002
3R-A4141-AA,286778-B22,2/5/2002
3R-A4143-AA,286775-B22,2/5/2002
3R-A4145-AA,286778-B22,2/5/2002
3R-A4146-AA,286713-B22,2/5/2002
3R-A4147-AA,286714-B22,2/5/2002
3R-A4148-AA,286716-B22,2/5/2002
3R-A5092-AA,286714-B22,2/5/2002
3R-A5093-AA,286716-B22,2/5/2002
3R-A5094-AA,350964-B22,2/5/2002
3R-A5098-AA,286776-B22,2/5/2002
3R-A5099-AA,286778-B22,2/5/2002
3R-A5100-AA,347708-B22,2/5/2002
3R-A5156-AA,286714-B22,2/5/2002
3R-A5157-AA,286716-B22,2/5/2002
3R-A5158-AA,350964-B22,2/5/2002
3R-A5162-AA,286776-B22,2/5/2002
3R-A5163-AA,286778-B22,2/5/2002
3R-A5164-AA,347708-B22,2/5/2002
3R-A5171-AA,286713-B22,2/5/2002
3R-A5221-AA,350964-B22,2/5/2002
3R-A5232-AA,286714-B22,2/5/2002
3R-A5233-AA,286716-B22,2/5/2002
3R-A5238-AA,286776-B22,2/5/2002
3R-A5239-AA,286778-B22,2/5/2002
3R-A5240-AA,347708-B22,2/5/2002
3R-A6179-AA,286714-B22,2/5/2002
3R-A6180-AA,286716-B22,2/5/2002
3R-A6181-AA,350964-B22,2/5/2002
3R-A6185-AA,286776-B22,2/5/2002
3R-A6186-AA,286778-B22,2/5/2002
3R-A6187-AA,347708-B22,2/5/2002
3R-A6398-AA,286714-B22,2/5/2002
3R-A6400-AA,350964-B22,2/5/2002
3R-A6404-AA,286716-B22,2/5/2002
3R-A6405-AA,350964-B22,2/5/2002
3R-A6409-AA,286776-B22,2/5/2002
3R-A6410-AA,286778-B22,2/5/2002
3R-A6411-AA,347708-B22,2/5/2002
3R-A6417-AA,347708-B22,2/5/2002
3R-A6420-AA,347708-B22,2/5/2002
3R-A6763-AA,286778-B22,2/5/2002
400376-B21,400376-B21,option
400500-B21,400500-B21,option
400502-001,295636-B21,assembly
400546-001,388099-B21,spare
400693-B21,400693-B21,option
400739-B21,400739-B21,option
400740-B21,400740-B21,option
400865-001,313706-B21,assembly
400867-001,400739-B21,assembly
400899-B21,400899-B21,option
401222-B21,401222-B21,option
401268-B21,401268-B21,option
401415-B21,401415-B21,option
401858-001,295635-B21,spare
401859-001,295636-B21,spare
402570-001,388332-B21,spare
403007-001,399087-B21,spare
403008-001,399692-B21,spare
403051-001,374654-B21,spare
403407-001,399444-B21,spare
403619-B21,403619-B21,option
403621-B21,403621-B21,option
403625-001,399042-B21,spare
403702-B21,403702-B21,option
403724-B21,403724-B21,option
403766-B21,403766-B21,option
403768-B21,403768-B21,option
403781-001,399771-B21,assembly
403932-001,404753-B21,spare
403933-001,404752-B21,spare
404040-001,399599-B21,spare
404043-001,397816-B21,spare
404045-001,399605-B21,spare
404122-B21,404122-B21,option
404469-B21,404469-B21,option
404654-001,404469-B21,spare
404670-001,350964-B22,gpn
404670-002,286716-B22,gpn
404670-003,286714-B22,gpn
404670-004,356990-B21,gpn
404670-006,347708-B22,gpn
404670-007,286778-B22,gpn
404670-008,286776-B22,gpn
404670-014,411089-B22,gpn
404701-001,350964-B22,spare
404702-001,356990-B21,spare
404708-001,286716-B22,spare
404709-001,286714-B22,spare
404712-001,347708-B22,spare
404713-001,286778-B22,spare
404714-001,286776-B22,spare
404752-B21,404752-B21,option
404753-B21,404753-B21,option
404784-001,384038-B21,spare
404785-001,384141-B21,spare
404938-001,371535-B21,spare
405037-B21,405037-B21,option
405039-B21,405039-B21,option
405040-B21,405040-B21,option
405094-B21,405094-B21,option
405095-B21,405095-B21,option
405132-B21,405132-B21,option
405148-B21,405148-B21,option
405154-B21,405154-B21,option
405176-004,400376-B21,assembly
405419-001,379306-B21,spare
405474-051,408850-B21,assembly
405475-051,408851-B21,assembly
405476-051,408853-B21,assembly
405477-061,408854-B21,assembly
405635-B21,405635-B21,option
405636-B21,405636-B21,option
405832-001,405132-B21,spare
405835-001,"405148-B21, 411064-B21",spare
405914-001,441394-B21,spare
405920-001,403619-B21,spare
405921-001,403621-B21,spare
406426-B21,406426-B21,option
406433-B21,406433-B21,option
406740-B21,406740-B21,option
406770-B21,406770-B21,option
406771-B21,406771-B21,option
407223-B21,407223-B21,option
407433-B21,407433-B21,option
407435-B21,407435-B21,option
407525-001,349237-B21,assembly
407525-002,349238-B21,assembly
407525-003,349239-B21,assembly
407525-004,395473-B21,assembly
407624-B21,407624-B21,option
407660-B21,407660-B21,option
407661-B21,407661-B21,option
408292-001,409347-B21,spare
408658-002,417836-B21,assembly
408763-001,399546-B21,spare
408788-001,410570-B21,spare
408837-B21,408837-B21,option
408840-B21,408840-B21,option
408850-B21,408850-B21,option
408851-B21,408851-B21,option
408853-B21,408853-B21,option
408854-B21,408854-B21,option
408855-B21,408855-B21,option
408995-002,278424-B21,assembly
408996-002,366486-B21,assembly
409125-001,417836-B21,spare
409157-B21,409157-B21,option
409159-B21,409159-B21,option
409180-B21,409180-B21,option
409278-B21,409278-B21,option
409279-B21,409279-B21,option
409338-001,407223-B21,spare
409347-B21,409347-B21,option
409348-B21,409348-B21,option
409376-B21,409376-B21,option
409380-B21,409380-B21,option
409390-B21,409390-B21,option
409391-B21,409391-B21,option
409392-B21,409392-B21,option
409397-B21,409397-B21,option
409400-B21,409400-B21,option
409401-B21,409401-B21,option
409421-001,400693-B21,spare
409423-001,400376-B21,spare
409424-001,"397328-B21, 400500-B21, 405037-B21",spare
409429-001,401415-B21,spare
409430-001,403766-B21,spare
409579-B21,409579-B21,option
409582-B21,409582-B21,option
409611-B21,409611-B21,option
409612-B21,409612-B21,option
409613-B21,409613-B21,option
409778-001,409376-B21,spare
410061-B21,410061-B21,option
410127-001,403702-B21,spare
410188-001,410061-B21,spare
410500-001,410533-B21,spare
410533-B21,410533-B21,option
410570-B21,410570-B21,option
410713-001,407433-B21,assembly
410713-002,434945-B21,assembly
410713-005,434947-B21,assembly
410713-006,438825-B21,assembly
410713-007,451649-B21,assembly
410714-001,408840-B21,assembly
410714-002,407435-B21,assembly
410714-003,408837-B21,assembly
410714-004,434943-B21,assembly
410714-005,438824-B21,assembly
410873-001,407661-B21,spare
410916-B21,410916-B21,option
411009-001,403724-B21,spare
411064-B21,411064-B21,option
411089-B22,411089-B22,option
411097-B21,411097-B21,option
411100-B21,411100-B21,option
411243-B21,411243-B21,option
411261-001,411089-B22,spare
411263-001,411097-B21,spare
411275-B21,411275-B21,option
411276-B21,411276-B21,option
411362-B21,411362-B21,option
411365-B21,411365-B21,option
411368-B21,411368-B21,option
411374-B21,411374-B21,option
411508-B21,411508-B21,option
411604-B21,411604-B21,option
411605-B21,411605-B21,option
411606-B21,411606-B21,option
411615-B21,411615-B21,option
411616-B21,411616-B21,option
411623-B21,411623-B21,option
411625-B21,411625-B21,option
411627-B21,411627-B21,option
411776-B21,411776-B21,option
411777-B21,411777-B21,option
411948-B21,411948-B21,option
411949-B21,411949-B21,option
411951-B21,411951-B21,option
412206-001,399550-B21,spare
412211-001,399542-B21,spare
412319-001,407660-B21,spare
412640-B21,412640-B21,option
412646-001,412648-B21,assembly
412648-B21,412648-B21,option
412651-001,412648-B21,spare
412751-013,286776-B22,assembly
412751-014,286778-B22,assembly
412751-015,347708-B22,assembly
412751-016,411089-B22,assembly
412751-017,357012-B21,assembly
412799-001,411508-B21,spare
412800-001,409180-B21,spare
412911-B21,412911-B21,option
412955-001,403768-B21,spare
412967-B21,412967-B21,option
413015-B21,413015-B21,option
413150-841,358347-B21,assembly
413152-851,371049-B21,assembly
413385-001,407624-B21,spare
